time,open,high,low,close,amount,ma0,ma1,ma2,ma3,ma4,volume,mavol1,mavol2,mavol3,VOL1.LB,VOL1.FZFL,VOL1.分布,VOL1.,VOL1.,VOL1.,VOL1.,VOL1.,LH_RQ.REDIAN,LH_RQ.GWANG,LH_RQ.FL,LH_RQ.SL,LH_RQ.NORMAL,LH_DKCD.多头长度_S,LH_DKCD.多头长度,LH_DKCD.多头长度_L,LH_DKCD.空头长度_S,LH_DKCD.空头长度,LH_DKCD.空头长度_L,LH_KL.多头,LH_KL.空头,LH_KL.靠拢,LH_KT.空进攻,LH_KT.空调整,LH_KT.空中继34,LH_KT.空中继23,LH_KT.空中继12,LH_KT.抽MA4,LH_KT.抽MA3,LH_KT.抽MA2,LH_KT.抽MA1,LH_KT.超买,LH_KT.超买L,LH_KT.反弹初,LH_KT.反弹中,LH_BSP.LABEL_BSP,LH_BSP.弱势,DF01,DF12,DF23,DF34,SLP0,SLP1,SLP2,SLP3,SLP4,MS0,MS1,MS2,MS3,MS0_HT,LH_ZDF.LS,LH_ZDF.US,LH_ZDF.MAB,LH_ZDF.ZFS,LH_ZDF.MA_US,LH_ZDF.MA_LS,LH_ZDF.LABEL_BSP,LH_ZDF.BIAS0,LH_ZDF.BIAS1,LH_ZDF.BIAS2,LH_ZDF.BIAS3,LH_ZDF.BIAS4,LH_SIGNAL.B,LH_SIGNAL.S
2022/10/18-21:15,3669,3688,3669,3687,46734,3672.42,3670.38,3675.69,3683.79,3702.94,46734,30164,25235.57,24682.98,1.89,0,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,61,61,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.55,-1.44,-2.2,-5.2,1001.03,1000.48,1000.16,1000.03,999.93,1000.37,1000.16,999.99,999.91,1000.57,0,1,4.9,3.67,2.1,1.8,0,3.97,4.53,3.08,0.87,-4.3,0,0
2022/10/18-21:20,3687,3692,3685,3689,44385,3676.1,3672.16,3676.34,3683.96,3702.71,44385,31821.5,25953.68,24916.89,1.78,0,5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,62,62,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,1.07,-1.13,-2.07,-5.09,1000.93,1000.48,1000.18,1000.05,999.94,1000.49,1000.23,1000.03,999.95,1000.98,2,3,4.85,0.41,2.2,1.8,2,3.51,4.59,3.44,1.37,-3.7,0,0
2022/10/18-21:25,3688,3693,3687,3688,22658,3678.75,3673.67,3676.91,3684.09,3702.46,22658,31999.4,25885.22,24921.05,0.91,0,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,63,63,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.38,-0.88,-1.95,-4.99,1000.69,1000.41,1000.15,1000.04,999.93,1000.69,1000.35,1000.1,1000,1000.81,1,5,4.85,0,2.35,1.65,0,2.52,3.9,3.02,1.06,-3.91,0,0
2022/10/18-21:30,3689,3695,3688,3691,27445,3681.47,3675.32,3677.6,3684.32,3702.27,27445,33166,25803.8,24955.84,1.1,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,64,64,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1.67,-0.62,-1.83,-4.87,1000.71,1000.45,1000.19,1000.06,999.95,1000.84,1000.46,1000.17,1000.04,1000.7,1,4,4.85,0.41,2.45,1.5,1,2.59,4.27,3.64,1.81,-3.05,0,0
2022/10/18-21:35,3692,3695,3691,3692,19334,3683.81,3676.91,3678.3,3684.57,3702.1,19334,33436.1,25209.07,24571.42,0.79,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,0,65,65,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.87,-0.38,-1.7,-4.76,1000.62,1000.43,1000.19,1000.07,999.95,1000.74,1000.44,1000.18,1000.05,1000.67,1,3,4.85,0,2.6,1.3,0,2.22,4.1,3.73,2.02,-2.73,0,0
2022/10/18-21:40,3692,3695,3692,3693,13116,3685.85,3678.44,3679.02,3684.85,3701.95,13116,32437.8,24172.95,24380.79,0.54,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,66,66,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.01,-0.16,-1.58,-4.64,1000.55,1000.42,1000.2,1000.08,999.96,1000.64,1000.43,1000.18,1000.06,1000.59,0,2,4.85,0.21,2.55,1.2,0,1.94,3.96,3.8,2.21,-2.42,0,0
2022/10/18-21:45,3693,3699,3693,3696,18483,3688.11,3680.11,3679.84,3685.21,3701.85,18483,32262,24071.2,24383.44,0.76,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.17,0.07,-1.46,-4.52,1000.61,1000.45,1000.23,1000.1,999.97,1000.62,1000.44,1000.2,1000.08,1000.58,0,3,4.85,0.62,2.55,1.1,0,2.14,4.32,4.39,2.93,-1.58,0,0
2022/10/18-21:50,3696,3696,3687,3689,24876,3688.31,3680.96,3680.29,3685.34,3701.64,24876,31379.5,24077.9,24395.39,1.02,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1.99,0.18,-1.37,-4.42,1000.1,1000.23,1000.12,1000.03,999.94,1000.47,1000.38,1000.18,1000.07,1000.35,2,0,4.95,1.41,2.5,1.15,0,0.19,2.18,2.37,0.99,-3.42,0,0
2022/10/18-21:55,3689,3690,3682,3684,22702,3687.35,3681.25,3680.47,3685.29,3701.35,22702,26254.3,23442.75,24463.97,0.93,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.66,0.21,-1.31,-4.36,999.81,1000.08,1000.05,999.99,999.92,1000.27,1000.3,1000.15,1000.05,999.96,2,1,5.1,0.98,2.5,1.2,0,-0.91,0.75,0.96,-0.35,-4.69,0,1
2022/10/18-22:00,3684,3685,3678,3679,17954,3685.49,3681.03,3680.4,3685.09,3700.98,17954,25768.7,23376.43,24472.89,0.73,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.21,0.17,-1.27,-4.31,999.58,999.94,999.98,999.94,999.9,1000.03,1000.18,1000.09,1000.02,999.7,1,1,5,1,2.35,1.15,0,-1.76,-0.55,-0.38,-1.65,-5.94,0,0
2022/10/18-22:05,3679,3683,3679,3679,12744,3684.05,3680.84,3680.33,3684.89,3700.62,12744,22369.7,22888.88,24484.83,0.52,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.87,0.14,-1.24,-4.27,999.66,999.95,999.98,999.95,999.9,999.79,1000.05,1000.03,999.98,999.62,0,4,4.9,0,2.5,1,0,-1.37,-0.5,-0.36,-1.6,-5.84,0,0
2022/10/18-22:10,3679,3684,3674,3683,22473,3683.82,3681.05,3680.46,3684.83,3700.33,22473,20178.5,22817.78,24568.4,0.91,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.75,0.16,-1.18,-4.21,999.95,1000.06,1000.04,999.98,999.92,999.75,1000.01,1000.01,999.97,999.8,5,1,4.4,0.91,2.4,1.25,0,-0.22,0.53,0.69,-0.5,-4.68,0,0
2022/10/18-22:15,3683,3685,3681,3685,10523,3684.08,3681.42,3680.68,3684.83,3700.07,10523,18965,22107.53,24573.38,0.43,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,73,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.72,0.2,-1.13,-4.14,1000.07,1000.1,1000.06,1000,999.93,999.81,1000.01,1000.01,999.97,1000.01,2,0,4.45,0.45,2.4,1.2,0,0.25,0.97,1.17,0.05,-4.07,1,0
2022/10/18-22:20,3685,3685,3671,3672,18647,3681.4,3680.52,3680.26,3684.41,3699.61,18647,18085.2,22148.32,24654.82,0.76,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.24,0.07,-1.13,-4.12,999.35,999.76,999.88,999.89,999.87,999.76,999.97,999.99,999.95,999.71,1,0,4.95,2.63,2.35,1.2,0,-2.55,-2.32,-2.24,-3.37,-7.46,0,1
2022/10/18-22:25,3671,3677,3671,3676,15695,3680.2,3680.09,3680.05,3684.14,3699.22,15695,17721.3,22059.65,24699.94,0.64,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.03,0.01,-1.11,-4.09,999.69,999.88,999.94,999.93,999.89,999.76,999.95,999.98,999.95,999.52,0,1,5.05,0.99,2.4,1.1,0,-1.14,-1.11,-1.1,-2.21,-6.28,0,0
2022/10/18-22:30,3676,3676,3663,3668,41665,3677.49,3678.94,3679.46,3683.61,3698.7,41665,20576.2,22533.53,24969.67,1.67,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,76,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,-0.14,-1.12,-4.1,999.32,999.69,999.84,999.86,999.86,999.61,999.86,999.93,999.92,999.51,5,0,5.2,1.54,2.25,1.35,0,-2.58,-2.97,-3.12,-4.24,-8.3,0,0
2022/10/18-22:35,3667,3673,3665,3667,15788,3675.16,3677.8,3678.86,3683.06,3698.18,15788,20306.7,22252.75,25005.09,0.63,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,77,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.72,-0.29,-1.14,-4.1,999.4,999.69,999.83,999.85,999.86,999.44,999.75,999.88,999.88,999.36,2,6,4.95,0,2.35,1.3,0,-2.22,-2.94,-3.22,-4.36,-8.43,0,0
2022/10/18-22:40,3667,3672,3664,3668,12279,3673.57,3676.87,3678.33,3682.57,3697.68,12279,19047,21996.4,25063.23,0.49,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,78,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,-0.4,-1.15,-4.1,999.58,999.75,999.86,999.87,999.87,999.5,999.75,999.87,999.87,999.49,3,4,4.4,0.23,2.55,1.45,0,-1.52,-2.41,-2.81,-3.96,-8.03,0,0
2022/10/18-22:45,3668,3668,3661,3664,17483,3671.44,3675.65,3677.63,3681.96,3697.12,17483,18525.1,22098.38,25055.62,0.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,79,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.14,-0.54,-1.18,-4.12,999.44,999.67,999.81,999.83,999.85,999.44,999.7,999.84,999.85,999.51,3,0,4.15,0.96,2.05,1.55,0,-2.03,-3.17,-3.71,-4.88,-8.96,0,0
2022/10/18-22:50,3664,3669,3661,3666,10302,3670.23,3674.73,3677.06,3681.44,3696.61,10302,17759.9,21900.38,25034.77,0.41,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,80,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.22,-0.63,-1.19,-4.12,999.66,999.75,999.85,999.86,999.86,999.52,999.71,999.84,999.85,999.55,3,3,4.1,0.49,2.1,1.7,0,-1.15,-2.37,-3.01,-4.19,-8.28,0,0
2022/10/18-22:55,3666,3668,3662,3668,8401,3669.74,3674.09,3676.62,3681,3696.14,8401,17325.6,21426.38,25054.78,0.34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,6,81,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.18,-0.69,-1.19,-4.11,999.84,999.83,999.88,999.88,999.87,999.63,999.75,999.85,999.86,999.75,4,0,3.3,0.61,2.05,1.9,0,-0.47,-1.66,-2.34,-3.53,-7.61,0,0
2022/10/18-23:00,3668,3673,3666,3671,20882,3670.02,3673.79,3676.34,3680.67,3695.72,20882,17166.5,21687.45,25138.67,0.83,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,7,7,82,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.03,-0.69,-1.17,-4.09,1000.03,999.92,999.93,999.91,999.89,999.74,999.79,999.87,999.87,999.94,2,2,3.35,0.9,2,1.9,0,0.27,-0.76,-1.45,-2.63,-6.69,0,0
2022/10/18-09:05,3669,3676,3666,3675,31905,3671.12,3673.91,3676.28,3680.48,3695.38,31905,19304.7,22101.6,25278.84,1.26,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,8,8,83,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.76,-0.64,-1.14,-4.05,1000.25,1000.03,999.98,999.95,999.91,999.95,999.88,999.91,999.9,1000.14,3,1,3.65,1.64,1.8,2,0,1.06,0.3,-0.35,-1.49,-5.51,0,0
2022/10/18-09:10,3674,3676,3664,3665,16214,3669.76,3673.06,3675.73,3679.98,3694.88,16214,19061.4,22144.45,25144.06,0.64,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,9,84,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.9,-0.73,-1.15,-4.05,999.65,999.77,999.85,999.86,999.86,999.94,999.89,999.91,999.9,999.95,1,2,4,2.25,1.7,2,0,-1.3,-2.19,-2.92,-4.07,-8.09,0,1
2022/10/18-09:15,3665,3672,3663,3670,11868,3669.82,3672.77,3675.45,3679.65,3694.47,11868,18678.7,22225.3,24977.59,0.48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,10,85,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.8,-0.73,-1.14,-4.03,999.99,999.92,999.92,999.91,999.89,999.98,999.91,999.92,999.91,999.82,2,2,4.25,1.18,1.65,2.05,0,0.05,-0.75,-1.48,-2.62,-6.62,0,0
2022/10/18-09:20,3670,3672,3647,3653,76351,3666.08,3670.88,3674.35,3678.77,3693.78,76351,22147.3,23821.2,25458.66,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,11,86,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.31,-0.94,-1.2,-4.08,999.07,999.49,999.7,999.76,999.81,999.74,999.8,999.86,999.87,999.53,6,2,5.05,3.37,1.65,2.35,0,-3.57,-4.87,-5.81,-7.01,-11.04,0,0
2022/10/18-09:25,3652,3657,3649,3656,28033,3663.84,3669.47,3673.46,3678.03,3693.16,28033,23371.8,24071.35,25596.22,1.1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,12,12,87,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.53,-1.09,-1.24,-4.11,999.42,999.61,999.76,999.8,999.83,999.53,999.7,999.81,999.83,999.24,3,1,5.1,0.78,1.55,2.5,1,-2.14,-3.67,-4.75,-5.99,-10.06,0,0
2022/10/18-09:30,3656,3664,3655,3664,24676,3663.87,3668.95,3673,3677.57,3692.67,24676,24611.5,24224.18,25704.53,0.96,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,13,88,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.38,-1.1,-1.24,-4.11,999.97,999.86,999.87,999.87,999.87,999.61,999.72,999.81,999.84,999.69,1,0,5.15,1.55,1.55,2.45,0,0.03,-1.35,-2.45,-3.69,-7.76,0,0
2022/10/18-09:35,3663,3671,3660,3665,26617,3664.12,3668.57,3672.61,3677.16,3692.22,26617,25524.9,24551.9,25815.15,1.03,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,14,14,89,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-1.21,-1.1,-1.24,-4.1,1000.03,999.9,999.89,999.89,999.88,999.62,999.71,999.81,999.83,1000,3,6,5,0.4,1.8,2.5,1,0.24,-0.97,-2.07,-3.31,-7.37,0,0
2022/10/18-09:40,3666,3668,3658,3660,15959,3663.21,3667.75,3671.99,3676.59,3691.68,15959,26090.6,24118.6,25866.86,0.62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,15,90,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.24,-1.15,-1.25,-4.1,999.75,999.78,999.83,999.85,999.86,999.79,999.79,999.84,999.85,999.89,2,2,5.05,1.19,1.85,2.55,0,-0.88,-2.11,-3.27,-4.51,-8.58,0,1
2022/10/18-09:45,3660,3670,3658,3666,11958,3663.83,3667.59,3671.7,3676.25,3691.26,11958,26446.3,24076.4,25834.15,0.46,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,16,91,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.02,-1.12,-1.24,-4.08,1000.13,999.95,999.92,999.91,999.89,999.97,999.87,999.88,999.88,999.94,2,4,5.35,1.12,1.85,2.65,0,0.59,-0.43,-1.55,-2.79,-6.84,0,0
2022/10/18-09:50,3667,3669,3662,3664,12095,3663.87,3667.25,3671.32,3675.84,3690.81,12095,25567.6,23683.53,25697.39,0.47,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,17,92,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.92,-1.11,-1.23,-4.07,999.99,999.91,999.9,999.89,999.88,999.98,999.88,999.89,999.88,1000.06,2,2,5.3,0.57,1.9,2.5,0,0.04,-0.89,-1.99,-3.22,-7.26,0,1
2022/10/18-09:55,3664,3665,3661,3662,5342,3663.45,3666.75,3670.87,3675.39,3690.33,5342,22911.3,23295.1,25666.99,0.21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,18,93,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.9,-1.12,-1.23,-4.07,999.89,999.86,999.88,999.88,999.87,999.94,999.88,999.88,999.88,999.94,1,1,5.3,0.38,1.95,2.45,0,-0.4,-1.29,-2.42,-3.64,-7.68,0,0
2022/10/18-10:00,3663,3664,3656,3656,13956,3661.8,3665.72,3670.14,3674.75,3689.76,13956,22685.5,23249.53,25634.25,0.54,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,19,19,94,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07,-1.2,-1.25,-4.08,999.58,999.72,999.8,999.83,999.85,999.9,999.86,999.87,999.87,999.73,0,1,5,1.4,2,2.4,0,-1.58,-2.65,-3.85,-5.1,-9.15,0,0
2022/10/18-10:05,3656,3658,3652,3653,22340,3659.84,3664.51,3669.31,3674.04,3689.16,22340,23732.7,23392.2,25678.66,0.87,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,20,95,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.27,-1.31,-1.29,-4.11,999.5,999.67,999.77,999.81,999.84,999.74,999.79,999.84,999.85,999.54,1,2,4.9,0.61,2.05,2.45,1,-1.87,-3.14,-4.44,-5.73,-9.8,0,0
2022/10/18-10:10,3653,3653,3646,3648,34859,3657.21,3662.94,3668.27,3673.19,3688.48,34859,19583.5,23686.2,25756.68,1.35,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,21,21,96,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.56,-1.45,-1.34,-4.16,999.33,999.57,999.72,999.77,999.82,999.57,999.71,999.79,999.82,999.41,2,0,4.75,1.05,2.05,2.3,1,-2.52,-4.08,-5.53,-6.86,-10.97,0,0
2022/10/18-10:15,3649,3649,3641,3642,29740,3653.83,3660.94,3666.99,3672.16,3687.71,29740,19754.2,23923.68,25733.5,1.16,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,22,22,97,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.94,-1.65,-1.41,-4.23,999.13,999.46,999.65,999.72,999.79,999.39,999.6,999.74,999.78,999.23,1,0,5.1,1.37,1.75,2.25,0,-3.24,-5.17,-6.81,-8.21,-12.39,0,0
2022/10/18-10:35,3642,3646,3640,3641,30535,3650.98,3659.05,3665.72,3671.14,3686.94,30535,20340.1,23844.53,25819.32,1.18,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,23,23,98,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-2.2,-1.82,-1.48,-4.3,999.25,999.48,999.65,999.72,999.79,999.3,999.54,999.7,999.75,999.19,1,4,5.1,0.2,1.75,2.15,1,-2.73,-4.93,-6.74,-8.21,-12.46,0,0
2022/10/18-10:40,3641,3655,3640,3654,33185,3651.65,3658.56,3665.15,3670.58,3686.39,33185,20996.9,22825.3,25953.63,1.28,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,24,24,99,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1.88,-1.79,-1.48,-4.31,1000.11,999.87,999.84,999.85,999.85,999.46,999.59,999.72,999.76,999.68,1,1,5.55,2.34,1.8,2.05,0,0.64,-1.25,-3.04,-4.52,-8.79,0,0
2022/10/18-10:45,3654,3655,3647,3648,12444,3650.84,3657.56,3664.31,3669.84,3685.76,12444,20645.4,22566.15,25948.59,0.48,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,25,25,100,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.83,-1.84,-1.51,-4.34,999.76,999.72,999.77,999.8,999.83,999.56,999.63,999.73,999.77,999.94,1,1,5.75,1.04,1.7,1.95,0,-0.78,-2.61,-4.45,-5.95,-10.24,0,1
2022/10/18-10:50,3647,3650,3643,3646,10489,3649.76,3656.46,3663.42,3669.06,3685.1,10489,20498.5,21660.03,25925.13,0.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26,26,101,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.82,-1.9,-1.54,-4.37,999.7,999.7,999.76,999.79,999.82,999.71,999.69,999.76,999.79,999.73,3,3,5.7,0.18,1.85,1.9,0,-1.03,-2.86,-4.75,-6.28,-10.61,0,0
2022/10/18-10:55,3646,3650,3642,3649,11512,3649.59,3655.75,3662.71,3668.4,3684.5,11512,20440.2,20838.2,25867.54,0.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,27,27,102,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.68,-1.9,-1.55,-4.39,999.92,999.81,999.81,999.82,999.84,999.87,999.77,999.79,999.81,999.81,4,1,5.7,0.53,1.8,2,0,-0.16,-1.85,-3.74,-5.29,-9.64,0,0
2022/10/18-11:00,3650,3650,3647,3647,6381,3649.02,3654.91,3661.95,3667.7,3683.88,6381,20544.1,20431.28,25828.84,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,28,103,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.61,-1.92,-1.57,-4.41,999.83,999.77,999.79,999.81,999.83,999.8,999.75,999.78,999.8,999.88,0,0,5.55,0.54,1.75,1.85,0,-0.55,-2.17,-4.08,-5.64,-10.01,0,0
2022/10/18-11:05,3647,3648,3642,3644,8916,3647.9,3653.88,3661.07,3666.92,3683.22,8916,20040.1,19968.05,25801.17,0.35,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,29,104,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.63,-1.96,-1.6,-4.45,999.7,999.72,999.76,999.79,999.82,999.79,999.75,999.78,999.8,999.76,2,1,5.25,0.57,1.7,1.9,0,-1.07,-2.7,-4.66,-6.25,-10.65,0,0
2022/10/18-11:10,3644,3649,3641,3642,17648,3646.59,3652.74,3660.14,3666.11,3682.54,17648,19570.9,19925.9,25856.6,0.68,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,30,30,105,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.68,-2.02,-1.63,-4.48,999.65,999.69,999.75,999.78,999.82,999.78,999.75,999.78,999.8,999.67,1,5,5.1,0.39,1.85,1.85,0,-1.26,-2.94,-4.96,-6.58,-11.01,0,0
2022/10/18-11:15,3642,3646,3637,3640,35865,3645.13,3651.53,3659.16,3665.25,3681.84,35865,19671.5,20494.63,26111.68,1.37,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,31,31,106,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-1.75,-2.08,-1.66,-4.53,999.61,999.67,999.73,999.77,999.81,999.7,999.71,999.76,999.79,999.63,3,4,4.35,0.46,1.95,1.7,2,-1.41,-3.16,-5.24,-6.89,-11.36,0,0
2022/10/18-11:20,3640,3648,3639,3647,20328,3645.54,3651.1,3658.57,3664.65,3681.26,20328,18730.3,20540.75,26181.5,0.78,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,32,32,107,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.52,-2.04,-1.66,-4.53,1000.07,999.88,999.84,999.84,999.84,999.76,999.74,999.77,999.79,999.84,1,1,4.5,1.56,1.95,1.6,0,0.4,-1.12,-3.16,-4.82,-9.31,0,0
2022/10/18-11:25,3647,3652,3644,3644,24380,3645.2,3650.42,3657.86,3663.97,3680.65,24380,18114.8,20528.35,26286.46,0.93,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,33,33,108,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.43,-2.03,-1.67,-4.55,999.89,999.81,999.81,999.82,999.83,999.81,999.76,999.78,999.8,999.98,0,5,4.25,0.71,2.2,1.55,1,-0.33,-1.76,-3.79,-5.45,-9.96,0,1
2022/10/18-11:30,3645,3647,3639,3643,19634,3644.71,3649.72,3657.13,3663.29,3680.03,19634,16759.7,20451.65,26202.68,0.75,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34,34,109,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.37,-2.02,-1.68,-4.57,999.86,999.81,999.8,999.81,999.83,999.86,999.79,999.79,999.81,999.88,4,2,4.25,0.47,2,1.6,1,-0.47,-1.84,-3.86,-5.54,-10.06,0,0
2022/10/18-13:35,3643,3649,3637,3646,33884,3645,3649.36,3656.59,3662.72,3679.46,33884,18903.7,20849.9,26051.83,1.3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,35,35,110,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,-1.19,-1.97,-1.67,-4.57,1000.05,999.9,999.85,999.85,999.85,999.97,999.85,999.82,999.83,999.96,6,3,4.1,0.73,2.05,1.8,2,0.28,-0.92,-2.9,-4.56,-9.09,0,0
2022/10/18-13:40,3646,3648,3641,3642,11368,3644.33,3648.66,3655.88,3662.04,3678.84,11368,18991.6,20815.5,25807.53,0.44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,36,36,111,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.18,-1.97,-1.68,-4.59,999.82,999.81,999.81,999.81,999.83,999.91,999.83,999.82,999.82,999.94,1,2,4,1,1.95,1.75,0,-0.64,-1.83,-3.8,-5.47,-10.02,0,1
2022/10/18-13:45,3642,3647,3641,3644,10481,3644.26,3648.22,3655.3,3661.45,3678.27,10481,18888.5,20515.7,25645.38,0.41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,37,37,112,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.08,-1.93,-1.68,-4.59,999.97,999.88,999.84,999.84,999.84,999.93,999.85,999.83,999.83,999.89,1,3,3.95,0.51,2,1.7,0,-0.07,-1.16,-3.09,-4.77,-9.32,0,0
