      时间,    开盘,    最高,    最低,    收盘,         成交量,LH_MAS.MA0   ,LH_MAS.M5_1  ,LH_MAS.M5_2  ,LH_MAS.M5_3  ,LH_MAS.M15_1 , VOL1.VOLUME, VOL1.MAVOL1, VOL1.MAVOL2, VOL1.MAVOL3, VOL1.LB    , VOL1.FZFL  , VOL1.分布  , VOL1.      , VOL1.      , VOL1.      , VOL1.      , VOL1.      ,LH_RQ.REDIAN,LH_RQ.GWANG ,LH_RQ.FL    ,LH_RQ.SL    ,LH_RQ.NORMAL,LH_DKCD.多头长度_S,LH_DKCD.多头长度,LH_DKCD.多头长度_L,LH_DKCD.空头长度_S,LH_DKCD.空头长度,LH_DKCD.空头长度_L,LH_SIGNAL.B     ,LH_SIGNAL.S     ,LH_KL.多头  ,LH_KL.空头  ,LH_KL.靠拢  ,LH_KT.空进攻,LH_KT.空调整,LH_KT.空中继34,LH_KT.空中继23,LH_KT.空中继12,LH_KT.抽MA4 ,LH_KT.抽MA3 ,LH_KT.抽MA2 ,LH_KT.抽MA1 ,LH_KT.超买  ,LH_KT.超买L ,LH_KT.反弹初,LH_KT.反弹中,LH_BSP.LABEL_BSP,LH_BSP.弱势  ,LH_DF_SLP.DF01  ,LH_DF_SLP.DF12  ,LH_DF_SLP.DF23  ,LH_DF_SLP.DF34  ,LH_DF_SLP.SLP0  ,LH_DF_SLP.SLP1  ,LH_DF_SLP.SLP2  ,LH_DF_SLP.SLP3  ,LH_DF_SLP.SLP4  ,LH_DF_SLP.MS0   ,LH_DF_SLP.MS1   ,LH_DF_SLP.MS2   ,LH_DF_SLP.MS3   ,LH_DF_SLP.MS0_HT,  VOL.VOLUME,  VOL.MAVOL1,  VOL.MAVOL2
 2022/08/26-10:45,3867,3870,3859,3865,17181,3858.52,3851.53,3848.18,3847.78,3846.42,17181,9285.3,9441.22,11278.63,1.52,0,0,0,0,0,1,0,0,1,0,0,1,7,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1.82,0.87,0.1,0.35,1000.48,1000.37,1000.22,1000.15,1000.08,1000.56,1000.37,1000.21,1000.14,1000.63,17181,11827.8,9285.3
 2022/08/26-10:50,3865,3870,3865,3868,10055,3860.63,3853.1,3849.14,3848.44,3846.77,10055,9710.5,9388.6,11292.02,0.89,0,0,0,0,0,0,0,0,0,0,0,1,8,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.96,1.03,0.18,0.43,1000.54,1000.41,1000.25,1000.17,1000.09,1000.62,1000.42,1000.24,1000.16,1000.51,10055,12933,9710.5
 2022/08/26-10:55,3868,3875,3867,3872,16400,3863.15,3854.9,3850.26,3849.21,3847.19,16400,10840.3,9447.85,11384.82,1.44,0,0,0,0,0,0,0,0,1,0,0,1,9,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.15,1.2,0.27,0.53,1000.64,1000.47,1000.29,1000.2,1000.11,1000.61,1000.43,1000.26,1000.18,1000.59,16400,14210.2,10840.3
 2022/08/26-11:00,3871,3873,3867,3868,9210,3864.23,3856.14,3851.12,3849.83,3847.53,9210,11062.7,9281.05,11433.08,0.81,0,0,0,0,0,0,0,0,0,0,0,1,10,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.1,1.3,0.34,0.6,1000.3,1000.32,1000.22,1000.16,1000.09,1000.49,1000.39,1000.25,1000.17,1000.47,9210,13306.2,11062.7
 2022/08/26-11:05,3867,3872,3859,3861,15807,3863.51,3856.61,3851.61,3850.2,3847.76,15807,11920.8,9447.92,11495.44,1.38,0,0,0,0,0,0,0,1,0,0,0,1,11,6,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,1.3,0.37,0.63,999.88,1000.12,1000.13,1000.1,1000.06,1000.34,1000.33,1000.22,1000.16,1000.09,15807,13730.6,11920.8
 2022/08/26-11:10,3860,3862,3843,3846,25660,3859.62,3855.6,3851.33,3850.06,3847.73,25660,13627.1,9849.42,11649.34,2.2,0,0,1,0,0,0,0,1,0,0,0,1,12,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05,1.11,0.33,0.61,999.13,999.74,999.93,999.96,999.99,999.99,1000.16,1000.14,1000.1,999.5,25660,15426.4,13627.1
 2022/08/26-11:15,3846,3850,3842,3843,19536,3855.93,3854.4,3850.93,3849.83,3847.65,19536,15127.8,9899.42,11738.53,1.66,0,0,0,0,0,0,0,1,0,0,0,1,13,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.4,0.9,0.29,0.57,999.14,999.69,999.89,999.94,999.98,999.61,999.97,1000.04,1000.04,999.14,19536,17322.6,15127.8
 2022/08/26-11:20,3842,3850,3840,3848,9751,3854.17,3853.79,3850.78,3849.77,3847.65,9751,15101.5,9893.35,11772.92,0.83,0,0,0,0,0,0,0,0,1,0,0,1,14,9,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.78,0.26,0.55,999.57,999.84,999.96,999.98,1000,999.43,999.85,999.98,1000,999.36,9751,15992.8,15101.5
 2022/08/26-11:25,3848,3858,3847,3854,11220,3854.13,3853.81,3850.94,3849.91,3847.76,11220,14850.5,9961.33,11807.33,0.95,0,0,0,0,0,0,0,0,1,0,0,1,15,10,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.74,0.27,0.56,999.97,1000.01,1000.04,1000.04,1000.03,999.45,999.82,999.96,999.98,999.77,11220,16394.8,14850.5
 2022/08/26-11:30,3855,3860,3852,3854,9574,3854.1,3853.83,3851.09,3850.04,3847.86,9574,14439.4,10037.4,11763.47,0.81,0,0,0,0,0,0,0,0,1,0,0,1,16,11,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.07,0.71,0.27,0.57,999.98,1000,1000.04,1000.03,1000.03,999.67,999.89,999.98,1000,999.97,9574,15148.2,14439.4
 2022/08/26-13:35,3853,3853,3845,3848,8176,3852.74,3853.27,3850.94,3849.97,3847.86,8176,13538.9,10079.6,11526.1,0.71,0,0,0,0,0,0,0,0,1,0,0,1,0,12,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.14,0.61,0.25,0.55,999.67,999.86,999.96,999.98,1000,999.8,999.93,1000,1000.01,999.82,8176,11651.4,13538.9
 2022/08/26-13:40,3849,3851,3844,3850,8516,3852.14,3852.96,3850.89,3849.97,3847.9,8516,13385,9911.75,11468.48,0.74,0,0,0,0,0,0,0,0,1,0,0,1,0,13,13,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.21,0.54,0.24,0.54,999.84,999.92,999.99,1000,1000.01,999.86,999.95,1000.01,1000.01,999.75,8516,9447.4,13385
 2022/08/26-13:45,3849,3855,3847,3853,5668,3852.33,3852.96,3851,3850.07,3847.98,5668,12311.8,9727.53,11409.22,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,14,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.17,0.51,0.24,0.54,1000.03,1000,1000.03,1000.03,1000.02,999.88,999.95,1000,1000.01,999.93,5668,8630.8,12311.8
 2022/08/26-13:50,3854,3857,3850,3855,4969,3852.92,3853.16,3851.19,3850.24,3848.1,4969,11887.7,9493.95,11381.86,0.44,0,0,0,0,0,0,0,0,0,0,0,1,0,15,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.06,0.51,0.25,0.55,1000.13,1000.05,1000.05,1000.04,1000.03,999.92,999.96,1000.01,1000.01,1000.08,4969,7380.6,11887.7
 2022/08/26-13:55,3854,3857,3852,3854,9127,3853.16,3853.24,3851.33,3850.36,3848.2,9127,11219.7,9558.22,11384.35,0.8,0,0,0,0,0,0,0,0,0,0,0,1,0,16,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.02,0.5,0.25,0.56,1000.05,1000.02,1000.04,1000.03,1000.03,1000.01,1000,1000.03,1000.02,1000.09,9127,7291.2,11219.7
 2022/08/26-14:00,3854,3863,3853,3859,14051,3854.46,3853.79,3851.7,3850.64,3848.38,14051,10058.8,9766.97,11427.3,1.23,0,0,0,0,0,0,0,0,1,0,0,1,1,17,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.54,0.28,0.59,1000.3,1000.14,1000.1,1000.07,1000.05,1000.13,1000.05,1000.05,1000.04,1000.17,14051,8466.2,10058.8
 2022/08/26-14:05,3859,3863,3854,3856,10125,3854.8,3854,3851.91,3850.82,3848.5,10125,9117.7,9698.47,11446.78,0.88,0,0,0,0,0,0,0,0,0,0,0,1,2,18,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.21,0.54,0.28,0.6,1000.08,1000.05,1000.05,1000.05,1000.03,1000.14,1000.07,1000.06,1000.05,1000.19,10125,8788,9117.7
 2022/08/26-14:10,3856,3859,3852,3855,6206,3854.85,3854.09,3852.06,3850.96,3848.61,6206,8763.2,9655.4,11439.88,0.54,0,0,0,0,0,0,0,0,0,0,0,1,3,19,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.53,0.29,0.61,1000.01,1000.02,1000.04,1000.04,1000.03,1000.11,1000.06,1000.06,1000.05,1000.05,6206,8895.6,8763.2
 2022/08/26-14:15,3855,3859,3852,3859,6361,3855.77,3854.56,3852.4,3851.22,3848.78,6361,8277.3,9668.83,11441.79,0.56,0,0,0,0,0,0,0,0,0,0,0,1,4,20,20,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31,0.56,0.31,0.63,1000.22,1000.12,1000.09,1000.07,1000.04,1000.15,1000.09,1000.07,1000.06,1000.12,6361,9174,8277.3
 2022/08/26-14:20,3858,3860,3851,3860,10105,3856.71,3855.08,3852.77,3851.51,3848.97,10105,8330.4,9751.75,11496.39,0.88,0,0,0,0,0,0,0,0,0,0,0,1,5,21,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.42,0.6,0.33,0.66,1000.23,1000.13,1000.1,1000.07,1000.05,1000.14,1000.08,1000.07,1000.06,1000.22,10105,9369.6,8330.4
 2022/08/26-14:25,3860,3860,3850,3855,7588,3856.33,3855.07,3852.88,3851.62,3849.07,7588,8271.6,9719.22,11505.04,0.66,0,0,0,0,0,0,0,0,0,0,0,1,6,22,22,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0.57,0.33,0.66,999.92,1000,1000.03,1000.03,1000.03,1000.1,1000.07,1000.06,1000.05,1000.07,7588,8077,8271.6
 2022/08/26-14:30,3855,3859,3854,3859,5568,3856.92,3855.45,3853.18,3851.86,3849.23,5568,7976.8,9707.28,11475.55,0.49,0,0,0,0,0,0,0,0,0,0,1,0,7,23,23,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.59,0.34,0.68,1000.15,1000.1,1000.08,1000.06,1000.04,1000.13,1000.09,1000.07,1000.06,1000.03,5568,7165.6,7976.8
 2022/08/26-14:35,3860,3861,3855,3858,10036,3857.16,3855.69,3853.41,3852.06,3849.38,10036,8413.6,9810.45,11441.53,0.88,0,0,0,0,0,0,0,0,0,0,0,1,8,24,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.38,0.59,0.35,0.7,1000.06,1000.06,1000.06,1000.05,1000.04,1000.09,1000.07,1000.07,1000.05,1000.1,10036,7931.6,8413.6
 2022/08/26-14:40,3860,3865,3859,3864,11212,3858.68,3856.48,3853.93,3852.46,3849.62,11212,9037.9,9650.5,11435.22,0.98,0,0,0,0,0,0,0,0,0,0,0,1,9,25,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57,0.66,0.38,0.74,1000.36,1000.21,1000.13,1000.1,1000.06,1000.12,1000.09,1000.08,1000.06,1000.21,11212,8901.8,9037.9
 2022/08/26-14:45,3865,3868,3855,3856,12890,3858.09,3856.43,3854.03,3852.57,3849.72,12890,9414.2,9818.35,11337.78,1.14,0,0,0,0,0,0,0,0,1,0,0,1,10,26,26,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.43,0.62,0.38,0.74,999.88,999.99,1000.03,1000.03,1000.03,1000.11,1000.09,1000.07,1000.06,1000.12,12890,9458.8,9414.2
 2022/08/26-14:50,3856,3866,3852,3865,19150,3859.62,3857.25,3854.57,3852.98,3849.98,19150,9924.1,10179.03,11384.09,1.68,0,0,0,0,0,1,0,1,0,0,0,1,11,27,27,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62,0.7,0.41,0.78,1000.37,1000.21,1000.14,1000.11,1000.07,1000.17,1000.12,1000.09,1000.07,1000.12,19150,11771.2,9924.1
 2022/08/26-14:55,3865,3882,3863,3879,47125,3863.93,3859.32,3855.76,3853.83,3850.46,47125,13624.1,11262.92,11712.47,4.02,0,0,0,1,0,0,0,1,0,0,0,1,12,28,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.2,0.92,0.5,0.88,1001.02,1000.54,1000.31,1000.22,1000.12,1000.41,1000.24,1000.15,1000.11,1000.69,47125,20082.6,13624.1
 2022/08/26-15:00,3878,3878,3865,3866,26466,3864.39,3859.96,3856.26,3854.23,3850.71,26466,15650.1,11661.22,11890.21,2.23,0,0,1,0,0,0,0,1,0,1,0,0,13,29,29,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,0.96,0.53,0.91,1000.14,1000.16,1000.13,1000.1,1000.07,1000.35,1000.23,1000.15,1000.12,1000.58,26466,23368.6,15650.1
 2022/08/29-21:05,3890,3915,3890,3912,91899,3874.97,3864.91,3858.98,3856.13,3851.72,91899,24203.9,13705.28,12571.66,7.31,0,10,0,1,0,0,0,1,0,1,0,0,14,30,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2.61,1.54,0.74,1.14,1002.49,1001.28,1000.71,1000.49,1000.26,1001.01,1000.55,1000.32,1000.23,1001.32,91899,39506,24203.9
 2022/08/29-21:10,3912,3913,3901,3907,32313,3882.09,3868.92,3861.32,3857.79,3852.64,32313,26424.7,14295.05,12728.08,2.54,0,11,1,0,0,0,0,1,0,1,0,0,15,31,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3.41,1.97,0.91,1.34,1001.73,1001.04,1000.61,1000.43,1000.24,1001.35,1000.76,1000.44,1000.31,1002.11,32313,43390.6,26424.7
 2022/08/29-21:15,3909,3909,3887,3894,32641,3884.73,3871.31,3862.91,3858.98,3853.32,32641,28930,15006.45,12939.18,2.52,0,12,1,0,0,0,0,1,0,1,0,0,16,32,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48,2.18,1.02,1.47,1000.71,1000.62,1000.41,1000.31,1000.18,1001.27,1000.78,1000.46,1000.33,1001.22,32641,46088.8,28930
 2022/08/29-21:20,3893,3896,3889,3891,17382,3886.13,3873.19,3864.28,3860.03,3853.94,17382,30111.4,15295.92,13043.08,1.33,0,13,0,0,0,0,0,1,0,1,0,0,17,33,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3.35,2.31,1.1,1.58,1000.42,1000.48,1000.35,1000.27,1000.16,1001.34,1000.86,1000.52,1000.38,1000.56,17382,40140.2,30111.4
 2022/08/29-21:25,3891,3895,3889,3893,11113,3887.65,3875.07,3865.69,3861.11,3854.59,11113,30219.1,15446.2,13097.89,0.85,0,13,0,0,0,0,0,0,1,1,0,0,18,34,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.26,2.43,1.18,1.69,1000.44,1000.49,1000.36,1000.28,1000.17,1000.82,1000.66,1000.43,1000.32,1000.43,11113,37069.6,30219.1
 2022/08/29-21:30,3893,3898,3889,3898,14228,3889.95,3877.26,3867.26,3862.32,3855.31,14228,30520.7,15627.25,13173,1.08,0,13,0,0,0,0,0,1,0,1,0,0,19,35,35,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,2.59,1.28,1.82,1000.61,1000.56,1000.41,1000.31,1000.19,1000.54,1000.54,1000.38,1000.29,1000.52,14228,21535.4,30520.7
 2022/08/29-21:35,3898,3899,3882,3883,16500,3888.41,3877.8,3868.03,3863,3855.77,16500,30881.7,15859.1,13192.64,1.25,0,14,0,0,0,0,0,1,0,1,0,0,20,36,36,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.75,2.53,1.3,1.87,999.71,1000.14,1000.2,1000.18,1000.12,1000.29,1000.42,1000.33,1000.26,1000.16,16500,18372.8,30881.7
 2022/08/29-21:40,3882,3882,3876,3879,15209,3886.32,3877.92,3868.56,3863.52,3856.15,15209,30487.6,16024.4,13249.03,1.15,0,13,0,0,0,0,0,1,0,1,0,0,21,37,37,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,2.42,1.3,1.91,999.56,1000.03,1000.14,1000.14,1000.1,1000.08,1000.31,1000.28,1000.23,999.64,15209,14886.4,30487.6
 2022/08/29-21:45,3878,3885,3868,3871,22581,3882.91,3877.26,3868.68,3863.77,3856.4,22581,28033.2,16475.7,13366.9,1.69,0,13,0,0,0,0,0,1,0,1,0,0,22,38,38,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46,2.22,1.27,1.91,999.24,999.83,1000.03,1000.06,1000.06,999.78,1000.14,1000.19,1000.17,999.4,22581,15926.2,28033.2
 2022/08/29-21:50,3871,3875,3860,3861,23453,3878.04,3875.71,3868.31,3863.68,3856.47,23453,27731.9,16811.68,13497.67,1.74,0,14,0,0,0,0,0,1,0,1,0,0,23,39,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.92,1.2,1.87,998.88,999.6,999.9,999.98,1000.02,999.35,999.9,1000.07,1000.09,999.06,23453,18394.2,27731.9
 2022/08/29-21:55,3861,3866,3856,3856,18812,3873.15,3873.83,3867.71,3863.43,3856.46,18812,20423.2,16938.72,13605.2,1.38,0,15,0,0,0,0,0,1,0,1,0,0,0,40,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.18,1.59,1.11,1.8,998.84,999.52,999.84,999.93,1000,999.13,999.74,999.98,1000.03,998.86,18812,19311,20423.2
 2022/08/29-22:00,3856,3869,3854,3867,18520,3871.78,3873.18,3867.67,3863.54,3856.64,18520,19043.9,17059.6,13636.13,1.36,0,15,0,0,0,0,0,1,0,1,0,0,0,41,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.36,1.43,1.07,1.79,999.64,999.83,999.99,1000.03,1000.05,999.15,999.69,999.94,1000,999.24,18520,19715,19043.9
 2022/08/29-22:05,3867,3868,3854,3859,16085,3868.94,3871.83,3867.25,3863.39,3856.68,16085,17388.3,17032.2,13722.63,1.17,0,15,0,0,0,0,0,1,0,1,0,0,0,42,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.75,1.19,1,1.74,999.3,999.65,999.89,999.96,1000.01,999.16,999.65,999.91,999.98,999.47,16085,19890.2,17388.3
 2022/08/29-22:10,3859,3873,3858,3871,17810,3869.4,3871.75,3867.43,3863.64,3856.91,17810,17431.1,17226.07,13835.42,1.29,0,16,0,0,0,0,0,1,0,1,0,0,0,43,43,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.61,1.12,0.98,1.74,1000.06,999.98,1000.05,1000.06,1000.06,999.46,999.74,999.94,1000,999.68,17810,18936,17431.1
 2022/08/29-22:15,3871,3877,3865,3868,22653,3869.09,3871.4,3867.46,3863.79,3857.1,22653,18585.1,17382.4,13957.67,1.62,0,16,0,0,0,0,0,1,0,1,0,0,0,44,44,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.6,1.02,0.95,1.73,999.89,999.91,1000.01,1000.04,1000.05,999.72,999.84,999.98,1000.02,999.98,22653,18776,18585.1
 2022/08/29-22:20,3868,3877,3866,3875,12220,3870.4,3871.74,3867.83,3864.15,3857.39,12220,18384.3,17457.65,13984.13,0.87,0,15,0,0,0,0,0,0,1,1,0,0,0,45,45,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.35,1.01,0.95,1.75,1000.28,1000.09,1000.1,1000.1,1000.08,999.88,999.91,1000.01,1000.04,1000.08,12220,17457.6,18384.3
 2022/08/29-22:25,3875,3877,3864,3867,8686,3869.65,3871.29,3867.79,3864.25,3857.55,8686,17602.9,17279.63,13975.4,0.62,0,14,0,0,0,0,0,0,1,1,0,0,0,46,46,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.43,0.91,0.92,1.73,999.81,999.88,999.99,1000.02,1000.04,1000.01,999.96,1000.03,1000.06,1000.04,8686,15490.8,17602.9
 2022/08/29-22:30,3867,3867,3858,3861,13179,3867.72,3870.31,3867.46,3864.14,3857.61,13179,17399.9,16967.6,13968.18,0.94,0,13,0,0,0,0,0,0,1,1,0,0,0,47,47,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.67,0.74,0.86,1.69,999.54,999.75,999.91,999.97,1000.01,999.88,999.91,1000,1000.03,999.67,13179,14909.6,17399.9
 2022/08/29-22:35,3861,3865,3855,3860,13389,3866.01,3869.33,3867.09,3864.01,3857.65,13389,16480.7,16813.93,13948.67,0.96,0,12,0,0,0,0,0,0,1,1,0,0,0,48,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.86,0.58,0.8,1.65,999.58,999.75,999.91,999.96,1000.01,999.8,999.87,999.98,1000.01,999.56,13389,14025.4,16480.7
 2022/08/29-22:40,3860,3864,3856,3856,10529,3863.78,3868.06,3866.55,3863.74,3857.62,10529,15188.3,16833.38,13980.35,0.75,0,11,0,0,0,0,0,0,1,1,0,0,0,49,49,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.11,0.39,0.73,1.58,999.45,999.67,999.86,999.93,999.99,999.59,999.76,999.92,999.97,999.52,10529,11600.6,15188.3
 2022/08/29-22:45,3856,3857,3838,3847,37971,3860.05,3866.05,3865.6,3863.19,3857.44,37971,17104.2,17502.15,14262.41,2.66,0,11,1,0,0,0,0,1,0,1,0,0,0,50,50,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.55,0.12,0.62,1.49,999.1,999.48,999.75,999.86,999.95,999.42,999.66,999.86,999.93,999.28,37971,16750.8,17104.2
 2022/08/29-22:50,3847,3856,3844,3846,14031,3856.93,3864.14,3864.64,3862.63,3857.26,14031,16655.3,17613.57,14318.2,0.98,0,10,0,0,0,0,0,0,1,1,0,0,0,0,51,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.87,-0.13,0.52,1.39,999.23,999.51,999.75,999.85,999.95,999.34,999.6,999.82,999.9,999.16,14031,17819.8,16655.3
 2022/08/29-22:55,3846,3851,3840,3848,11081,3854.95,3862.6,3863.83,3862.15,3857.1,11081,16154.9,17686.2,14358.38,0.77,0,9,0,0,0,0,0,0,1,1,0,0,0,0,52,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.98,-0.32,0.44,1.31,999.48,999.6,999.79,999.88,999.96,999.32,999.57,999.79,999.88,999.35,11081,17400.2,16154.9
 2022/08/29-23:00,3849,3855,3841,3841,14202,3851.85,3860.55,3862.72,3861.46,3856.84,14202,15794.1,17828.35,14438,0.98,0,8,0,0,0,0,0,0,1,1,0,0,0,0,53,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.25,-0.56,0.33,1.2,999.22,999.47,999.71,999.82,999.93,999.26,999.51,999.75,999.85,999.35,14202,17562.8,15794.1
 2022/08/29-09:05,3829,3829,3810,3824,86998,3845.66,3857.07,3860.83,3860.23,3856.29,86998,22228.6,19861.6,15135.88,5.75,0,9,0,1,0,0,0,1,0,1,0,0,0,0,54,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2.96,-0.97,0.16,1.02,998.5,999.1,999.51,999.68,999.86,999.11,999.42,999.69,999.81,998.86,86998,32856.6,22228.6
 2022/08/29-09:10,3825,3835,3814,3815,47483,3838.85,3853.06,3858.59,3858.75,3855.61,47483,25754.9,20924.45,15514,3.06,0,10,0,1,0,0,0,1,0,1,0,0,0,0,0,5,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.68,-1.43,-0.04,0.81,998.33,998.96,999.42,999.62,999.82,998.88,999.28,999.61,999.75,998.41,47483,34759,25754.9
 2022/08/29-09:15,3814,3825,3814,3824,21886,3835.55,3850.29,3856.91,3857.61,3855.09,21886,27074.9,21243.43,15664.42,1.4,0,10,0,0,0,0,0,1,0,1,0,0,0,0,0,6,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.82,-1.71,-0.18,0.65,999.13,999.28,999.56,999.7,999.86,998.79,999.2,999.55,999.71,998.73,21886,36330,27074.9
 2022/08/29-09:20,3824,3829,3821,3823,21402,3832.76,3847.69,3855.25,3856.47,3854.56,21402,27897.2,21427.2,15777.37,1.36,0,10,0,0,0,0,0,1,0,1,0,0,0,0,0,7,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.87,-1.96,-0.32,0.5,999.25,999.32,999.57,999.71,999.86,998.8,999.17,999.52,999.68,999.19,21402,38394.2,27897.2
 2022/08/29-09:25,3821,3823,3812,3814,20802,3828.59,3844.48,3853.24,3855.08,3853.89,20802,28638.5,21694.13,15726.76,1.32,0,9,0,0,0,0,0,1,0,1,0,0,0,0,0,8,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.12,-2.27,-0.48,0.31,998.93,999.17,999.48,999.64,999.83,998.91,999.18,999.51,999.67,999.09,20802,39714.2,28638.5
 2022/08/29-09:30,3814,3815,3781,3781,57198,3818.01,3838.44,3849.72,3852.65,3852.68,57198,33305.4,22968.93,16129.27,3.55,0,9,0,1,0,0,0,1,0,1,0,0,0,0,0,9,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.3,-2.93,-0.76,-0.01,997.42,998.43,999.09,999.37,999.69,998.68,999.05,999.42,999.6,998.17,57198,33754.2,33305.4
