      时间,    开盘,    最高,    最低,    收盘,         成交量,LH_MAS.MA0   ,LH_MAS.M5_1  ,LH_MAS.M5_2  ,LH_MAS.M5_3  ,LH_MAS.M15_1 , VOL1.VOLUME, VOL1.MAVOL1, VOL1.MAVOL2, VOL1.MAVOL3, VOL1.LB    , VOL1.FZFL  , VOL1.分布  , VOL1.      , VOL1.      , VOL1.      , VOL1.      , VOL1.      ,LH_RQ.REDIAN,LH_RQ.GWANG ,LH_RQ.FL    ,LH_RQ.SL    ,LH_RQ.NORMAL,LH_DKCD.多头长度_S,LH_DKCD.多头长度,LH_DKCD.多头长度_L,LH_DKCD.空头长度_S,LH_DKCD.空头长度,LH_DKCD.空头长度_L,LH_SIGNAL.B     ,LH_SIGNAL.S     ,LH_KL.多头  ,LH_KL.空头  ,LH_KL.靠拢  ,LH_KT.空进攻,LH_KT.空调整,LH_KT.空中继34,LH_KT.空中继23,LH_KT.空中继12,LH_KT.抽MA4 ,LH_KT.抽MA3 ,LH_KT.抽MA2 ,LH_KT.抽MA1 ,LH_KT.超买  ,LH_KT.超买L ,LH_KT.反弹初,LH_KT.反弹中,LH_BSP.LABEL_BSP,LH_BSP.弱势  ,LH_DF_SLP.DF01  ,LH_DF_SLP.DF12  ,LH_DF_SLP.DF23  ,LH_DF_SLP.DF34  ,LH_DF_SLP.SLP0  ,LH_DF_SLP.SLP1  ,LH_DF_SLP.SLP2  ,LH_DF_SLP.SLP3  ,LH_DF_SLP.SLP4  ,LH_DF_SLP.MS0   ,LH_DF_SLP.MS1   ,LH_DF_SLP.MS2   ,LH_DF_SLP.MS3   ,LH_DF_SLP.MS0_HT,  VOL.VOLUME,  VOL.MAVOL1,  VOL.MAVOL2
 2022/07/15-09:15,617,618.5,615,618,7182,616.66,618.26,624.31,629.18,637.48,7182,4792.7,6386,5537.64,1.3,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,41,36,36,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-2.54,-9.62,-7.75,-13.19,1000.56,999.96,999.48,999.4,999.49,1000.43,999.8,999.37,999.32,1000.43,7182,5607.4,4792.7
 2022/07/15-09:20,618.5,619.5,615.5,617,3905,616.73,618.14,623.95,628.78,637.14,3905,4698.9,6413.7,5552.67,0.7,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,42,37,37,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.23,-9.25,-7.68,-13.3,1000.12,999.81,999.43,999.37,999.47,1000.59,999.93,999.46,999.38,1000.34,3905,5850.4,4698.9
 2022/07/15-09:25,617,618.5,616,617.5,4098,616.9,618.08,623.64,628.41,636.82,4098,4752.7,6429.77,5572.77,0.74,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,43,38,38,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.86,-8.85,-7.6,-13.38,1000.26,999.9,999.5,999.41,999.49,1000.31,999.86,999.45,999.37,1000.19,4098,5855.2,4752.7
 2022/07/15-09:30,617.5,618,613,616,11278,616.7,617.88,623.26,628.01,636.48,11278,5508.9,6645.27,5650.43,2,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,44,39,39,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.87,-8.58,-7.55,-13.48,999.72,999.68,999.4,999.35,999.46,1000.17,999.84,999.45,999.38,999.99,11278,6222.6,5508.9
 2022/07/15-09:35,616.5,617.5,614.5,617,6620,616.77,617.8,622.96,627.65,636.15,6620,5651,6727,5670.18,1.17,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,45,40,40,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.63,-8.23,-7.47,-13.55,1000.1,999.86,999.51,999.43,999.49,1000.05,999.81,999.46,999.39,999.91,6620,6616.6,5651
 2022/07/15-09:40,617,617.5,613,614,5610,616.15,617.43,622.52,627.2,635.79,5610,5954.8,6802.6,5688.45,0.99,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,46,41,41,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.04,-8.11,-7.46,-13.69,999.11,999.41,999.3,999.29,999.42,999.8,999.72,999.43,999.37,999.61,5610,6302.2,5954.8
 2022/07/15-09:45,614,615,612,613,4382,615.45,617.01,622.06,626.73,635.41,4382,6124,6759.83,5690.67,0.77,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,47,42,42,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.49,-8.05,-7.46,-13.85,998.96,999.32,999.25,999.26,999.41,999.47,999.57,999.37,999.33,999.04,4382,6397.6,6124
 2022/07/15-09:50,613,617.5,610.5,617.5,8170,615.91,617.06,621.84,626.43,635.11,8170,6533.6,6827.4,5713.82,1.43,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,48,43,43,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-1.84,-7.63,-7.34,-13.86,1000.63,1000.08,999.64,999.52,999.53,999.7,999.67,999.43,999.37,999.8,8170,7212,6533.6
 2022/07/15-09:55,617.5,621.5,616.5,619.5,8830,616.71,617.29,621.72,626.2,634.86,8830,6472.5,6922.02,5748.38,1.54,0,5,0,0,0,0,0,1,0,1,0,0,0,0,0,49,44,44,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.93,-7.08,-7.16,-13.82,1001.15,1000.38,999.82,999.64,999.59,999.96,999.8,999.5,999.42,1000.89,8830,6722.4,6472.5
 2022/07/15-10:00,619.5,622.5,619,621.5,5708,617.77,617.69,621.71,626.05,634.64,5708,6578.3,6930.42,5769.03,0.99,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,45,45,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.13,-6.42,-6.93,-13.72,1001.57,1000.65,999.98,999.75,999.65,1000.58,1000.1,999.67,999.54,1001.36,5708,6540,6578.3
 2022/07/15-10:05,621.5,624,617.5,623.5,7880,619.04,618.24,621.8,625.97,634.45,7880,6648.1,7058.98,5808.23,1.36,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,46,46,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1.28,-5.68,-6.66,-13.56,1001.9,1000.9,1000.14,999.87,999.71,1001.31,1000.5,999.9,999.69,1001.74,7880,6994,6648.1
 2022/07/15-10:10,623.5,625.5,621,625.5,7698,620.48,618.94,621.98,625.95,634.3,7698,7027.4,7134.9,5848.27,1.32,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,47,47,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2.47,-4.86,-6.35,-13.35,1002.17,1001.12,1000.29,999.98,999.77,1001.7,1000.76,1000.06,999.81,1002.03,7698,7657.2,7027.4
 2022/07/15-10:15,625.5,627,620,620.5,5688,620.48,619.08,621.91,625.77,634.08,5688,7186.4,7186.48,5865.13,0.97,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,48,48,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,2.24,-4.51,-6.18,-13.27,1000.12,1000.24,999.88,999.71,999.64,1001.44,1000.73,1000.07,999.83,1001.14,5688,7160.8,7186.4
 2022/07/15-10:35,621,622,618,619.5,3872,620.27,619.12,621.79,625.57,633.83,3872,6445.8,6784.42,5856.02,0.66,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,49,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.82,-4.26,-6.04,-13.22,999.77,1000.06,999.81,999.67,999.62,1000.99,1000.58,1000.03,999.81,999.94,3872,6169.2,6445.8
 2022/07/15-10:40,619.5,622,619,621.5,1739,620.54,619.35,621.77,625.43,633.63,1739,5957.7,5948.23,5829.11,0.3,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,50,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.9,-3.88,-5.85,-13.11,1000.46,1000.37,999.98,999.79,999.68,1000.63,1000.45,999.99,999.79,1000.12,1739,5375.4,5957.7
 2022/07/15-10:45,621.5,623,621,622,2042,620.86,619.6,621.79,625.32,633.44,2042,5600.9,5649.8,5809.13,0.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,51,51,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2.02,-3.49,-5.65,-12.98,1000.53,1000.41,1000.02,999.82,999.7,1000.22,1000.27,999.92,999.75,1000.5,2042,4207.8,5600.9
 2022/07/15-10:50,622.5,623.5,620.5,620.5,2873,620.78,619.69,621.72,625.16,633.22,2873,5450,5436.83,5798.42,0.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,52,52,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.75,-3.25,-5.5,-12.9,999.94,1000.14,999.9,999.75,999.66,1000.18,1000.24,999.93,999.76,1000.24,2873,3242.8,5450
 2022/07/15-10:55,620.5,621.5,619.5,620,2078,620.61,619.72,621.64,624.99,633.01,2078,4840.8,5283.45,5783.23,0.36,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53,53,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.43,-3.07,-5.37,-12.82,999.79,1000.05,999.86,999.73,999.65,1000.18,1000.24,999.94,999.77,999.87,2078,2520.8,4840.8
 2022/07/15-11:00,620,621,617,618,2891,620.03,619.55,621.46,624.76,632.76,2891,4246.9,5158.45,5717.43,0.51,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54,54,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.76,-3.05,-5.29,-12.8,999.19,999.74,999.71,999.63,999.61,999.86,1000.08,999.87,999.73,999.49,2891,2324.6,4246.9
 2022/07/15-11:05,618,618.5,615.5,617.5,3215,619.47,619.36,621.27,624.53,632.51,3215,3997.6,5126.77,5693.95,0.56,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,55,55,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.17,-3.06,-5.22,-12.78,999.19,999.68,999.69,999.62,999.6,999.53,999.9,999.79,999.68,999.19,3215,2619.8,3997.6
 2022/07/15-11:10,618,618,616,616,2895,618.7,619.04,621.01,624.25,632.23,2895,3499.1,5086.55,5597.29,0.52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,56,56,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.55,-3.16,-5.18,-12.8,998.87,999.48,999.59,999.55,999.57,999.26,999.74,999.71,999.63,999.03,2895,2790.4,3499.1
 2022/07/15-11:15,615.5,618,615.5,616,2040,618.1,618.75,620.77,623.98,631.96,2040,2933.3,4971.65,5541.04,0.37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,57,57,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.04,-3.23,-5.14,-12.8,999.09,999.53,999.61,999.57,999.58,999.08,999.61,999.65,999.59,998.98,2040,2623.8,2933.3
 2022/07/15-11:20,616,616.5,613.5,615.5,4153,617.52,618.44,620.51,623.7,631.69,4153,2779.8,4927.13,5494.57,0.76,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,58,58,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.47,-3.32,-5.11,-12.82,999.11,999.5,999.59,999.55,999.57,999.06,999.55,999.62,999.57,999.1,4153,3038.8,2779.8
 2022/07/15-11:25,616,616,612,613,4702,616.52,617.92,620.14,623.35,631.38,4702,2862.8,4798.8,5442.43,0.86,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,59,59,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.26,-3.56,-5.14,-12.89,998.48,999.16,999.41,999.44,999.51,998.89,999.42,999.55,999.53,998.8,4702,3401,2862.8
 2022/07/15-11:30,613.5,615.5,612,613,3184,615.73,617.45,619.8,623.01,631.08,3184,3007.3,4762.73,5396.23,0.59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,60,60,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.76,-3.76,-5.16,-12.96,998.78,999.24,999.44,999.46,999.52,998.87,999.36,999.51,999.5,998.63,3184,3394.8,3007.3
 2022/07/15-13:35,611.5,612.5,609.5,610.5,7522,614.57,616.79,619.34,622.6,630.74,7522,3555.3,4843.55,5318.08,1.41,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,6,61,61,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-3.57,-4.1,-5.23,-13.08,998.21,998.93,999.27,999.34,999.46,998.65,999.21,999.43,999.45,998.5,7522,4320.2,3555.3
 2022/07/15-13:40,610.5,612,608.5,609,5445,613.33,616.05,618.84,622.15,630.38,5445,3812.5,4883.33,5276.39,1.03,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,62,62,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.36,-4.48,-5.33,-13.23,998.08,998.8,999.19,999.28,999.43,998.39,999.03,999.33,999.38,998.15,5445,5001.2,3812.5
 2022/07/15-13:45,609,609,604.5,605,8793,611.48,615,618.16,621.59,629.96,8793,4484,4979.77,5300.04,1.66,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,8,63,63,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.66,-5.09,-5.51,-13.47,997.16,998.29,998.91,999.1,999.33,998.06,998.81,999.2,999.29,997.62,8793,5929.2,4484
 2022/07/15-13:50,605,611,605,609.5,6248,611.04,614.47,617.74,621.19,629.62,6248,4819.7,5043.98,5291.87,1.18,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,9,64,64,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-5.52,-5.26,-5.56,-13.57,999.19,999.15,999.32,999.36,999.46,998.16,998.79,999.17,999.27,998.17,6248,6238.4,4819.7
 2022/07/15-13:55,609.5,612.5,609.5,610,4388,610.81,614.05,617.36,620.83,629.3,4388,4937,5047.45,5276.36,0.83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,65,65,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.21,-5.34,-5.58,-13.65,999.51,999.31,999.39,999.41,999.48,998.49,998.89,999.2,999.29,999.35,4388,6479.2,4937
 2022/07/15-14:00,610,614.5,610,614,3664,611.52,614.04,617.2,620.6,629.05,3664,5013.9,4988.45,5260.3,0.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,66,66,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,-4.07,-5.08,-5.48,-13.61,1000.92,999.99,999.73,999.64,999.6,999.2,999.19,999.34,999.38,1000.22,3664,5707.6,5013.9
 2022/07/15-14:05,613.5,614,611,611.5,3600,611.51,613.8,616.92,620.3,628.76,3600,5169.9,4957.38,5248.24,0.69,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,67,67,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.69,-5.03,-5.45,-13.63,999.92,999.61,999.55,999.52,999.54,999.89,999.51,999.5,999.48,1000.42,3600,5338.6,5169.9
 2022/07/15-14:10,611.5,612,609.5,611.5,3074,611.51,613.58,616.66,620.02,628.47,3074,5062,4945.23,5245.17,0.59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,68,68,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.34,-4.96,-5.42,-13.64,999.93,999.64,999.57,999.53,999.55,1000.07,999.64,999.56,999.53,999.93,3074,4194.8,5062
 2022/07/15-14:15,611.5,613,610.5,611.5,1773,611.51,613.38,616.4,619.74,628.19,1773,4769.1,4896.65,5227.25,0.34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,69,69,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.02,-4.87,-5.38,-13.64,999.95,999.68,999.59,999.55,999.55,1000.18,999.73,999.61,999.56,999.94,1773,3299.8,4769.1
 2022/07/15-14:20,611.5,612.5,610,611,2329,611.4,613.16,616.14,619.45,627.91,2329,4683.6,4824.9,5220.13,0.45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15,70,70,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.84,-4.82,-5.34,-13.65,999.79,999.63,999.57,999.54,999.55,999.9,999.64,999.57,999.54,999.87,2329,2888,4683.6
 2022/07/15-14:25,611,612.5,610.5,611,1543,611.31,612.95,615.89,619.17,627.63,1543,4085.7,4799.17,5213.77,0.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,71,71,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65,-4.75,-5.3,-13.65,999.84,999.67,999.59,999.55,999.55,999.88,999.65,999.58,999.54,999.82,1543,2463.8,4085.7
 2022/07/15-14:30,611.5,612,607,609.5,3530,610.91,612.62,615.58,618.86,627.33,3530,3894.2,4820.17,5230.27,0.67,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,17,72,72,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.77,-4.78,-5.3,-13.69,999.38,999.46,999.49,999.49,999.52,999.74,999.61,999.56,999.53,999.61,3530,2449.8,3894.2
 2022/07/15-14:35,609.5,611,607.5,608,3351,610.26,612.18,615.21,618.5,627.01,3351,3350,4802.1,5233.88,0.64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,73,73,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.11,-4.89,-5.32,-13.76,999.01,999.28,999.4,999.42,999.49,999.5,999.51,999.51,999.5,999.19,3351,2505.2,3350
 2022/07/15-14:40,608,609,605,606.5,4545,609.42,611.64,614.78,618.11,626.67,4545,3179.7,4679.7,5220.18,0.87,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,19,74,74,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.59,-5.08,-5.37,-13.85,998.72,999.12,999.31,999.36,999.46,999.24,999.38,999.45,999.46,998.86,4545,3059.6,3179.7
 2022/07/15-14:45,606.5,608,603,606,5964,608.66,611.1,614.36,617.71,626.33,5964,3337.3,4712.55,5226.47,1.14,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,20,75,75,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.95,-5.26,-5.43,-13.95,998.81,999.12,999.3,999.36,999.45,998.98,999.25,999.38,999.41,998.76,5964,3786.6,3337.3
 2022/07/15-14:50,606,608.5,603.5,607,6771,608.29,610.71,614,617.36,626.01,6771,3648,4702.27,5254.51,1.29,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,21,76,76,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-3.92,-5.32,-5.44,-14.01,999.37,999.36,999.42,999.43,999.49,998.98,999.22,999.36,999.39,999.09,6771,4832.2,3648
 2022/07/15-14:55,607.5,609,600.5,604.5,11728,607.45,610.12,613.53,616.94,625.65,11728,4460.8,4897.85,5314.03,2.21,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,22,77,77,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33,-5.53,-5.52,-14.13,998.68,999.03,999.25,999.32,999.43,998.89,999.16,999.32,999.37,999.03,11728,6471.8,4460.8
 2022/07/15-15:00,604.5,605.5,598.5,600.5,14281,605.91,609.2,612.9,616.4,625.24,14281,5581.5,5152.42,5400.05,2.64,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,23,78,78,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.35,-5.99,-5.68,-14.34,997.62,998.5,998.96,999.13,999.34,998.62,999,999.23,999.31,998.15,14281,8657.8,5581.5
 2022/07/18-21:05,605,616,605,607.5,16246,606.26,609.04,612.63,616.11,624.94,16246,7028.8,5276.63,5421.11,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,24,79,79,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-4.52,-5.83,-5.63,-14.34,1000.4,999.73,999.57,999.53,999.53,999.02,999.16,999.3,999.35,999.01,16246,10998,7028.8
 2022/07/18-21:10,608,612,608,609.5,5900,606.98,609.09,612.48,615.89,624.69,5900,7385.9,5258.63,5417.16,1.09,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,25,80,80,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-3.42,-5.51,-5.53,-14.29,1000.98,1000.07,999.75,999.65,999.59,999.42,999.33,999.38,999.4,1000.69,5900,10985.2,7385.9
 2022/07/18-21:15,610,611.5,606.5,611.5,5471,607.98,609.32,612.43,615.75,624.47,5471,7778.7,5255.15,5403.96,1.01,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,26,81,81,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-2.16,-5.06,-5.38,-14.17,1001.44,1000.38,999.92,999.77,999.65,1000.11,999.67,999.55,999.52,1001.21,5471,10725.2,7778.7
 2022/07/18-21:20,611,612,608,609.5,3697,608.32,609.33,612.29,615.54,624.22,3697,7795.4,5238.02,5391.73,0.69,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,27,82,82,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.64,-4.8,-5.28,-14.1,1000.5,1000.03,999.77,999.67,999.6,1000.83,1000.05,999.75,999.65,1000.97,3697,9119,7795.4
 2022/07/18-21:25,609,609.5,607.5,608.5,2547,608.36,609.25,612.11,615.31,623.96,2547,7715,5097.45,5364.82,0.47,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,28,83,83,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.45,-4.63,-5.21,-14.06,1000.07,999.87,999.7,999.62,999.58,1000.75,1000.09,999.78,999.68,1000.28,2547,6772.2,7715
 2022/07/18-21:30,608,610.5,608,610.5,3642,608.84,609.37,612.03,615.15,623.74,3642,7624.7,4967.75,5345.08,0.68,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,29,84,84,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.87,-4.32,-5.08,-13.96,1000.71,1000.19,999.87,999.74,999.64,1000.68,1000.12,999.81,999.7,1000.39,3642,4251.4,7624.7
 2022/07/18-21:35,610.5,617,610.5,614.5,11436,610.09,609.86,612.15,615.13,623.59,11436,8171.9,5110.95,5381.03,2.13,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,85,85,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.38,-3.72,-4.85,-13.75,1001.88,1000.8,1000.2,999.97,999.76,1000.79,1000.22,999.88,999.75,1001.3,11436,5358.6,8171.9
 2022/07/18-21:40,615,615,607.5,608,7213,609.63,609.68,611.95,614.9,623.33,7213,8216.1,5094.27,5393.89,1.34,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,86,86,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.09,-3.68,-4.8,-13.71,999.37,999.71,999.67,999.62,999.59,1000.51,1000.14,999.86,999.74,1000.63,7213,5707,8216.1
 2022/07/18-21:45,608,608.5,604.5,605.5,7069,608.71,609.29,611.63,614.59,623.03,7069,7750.2,5078.55,5425.08,1.3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,87,87,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.93,-3.82,-4.81,-13.74,998.68,999.35,999.49,999.5,999.53,1000.16,1000.01,999.81,999.71,999.02,7069,6381.4,7750.2
 2022/07/18-21:50,605,607.5,602.5,603,5754,607.44,608.69,611.21,614.21,622.7,5754,6897.5,5080.2,5441.34,1.06,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,88,88,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.03,-4.11,-4.88,-13.83,998.12,999.02,999.31,999.38,999.47,999.51,999.72,999.67,999.62,998.4,5754,7022.8,6897.5
 2022/07/18-21:55,602.5,606.5,602,606,6510,607.12,608.43,610.96,613.94,622.43,6510,5923.9,5146.15,5448.23,1.19,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,89,89,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.13,-4.11,-4.86,-13.83,999.48,999.58,999.58,999.56,999.56,998.91,999.41,999.51,999.52,998.8,6510,7596.4,5923.9
 2022/07/18-22:00,605.5,607.5,605.5,606,3347,606.87,608.2,610.71,613.68,622.16,3347,5668.6,5186.35,5451.88,0.61,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,90,90,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16,-4.1,-4.83,-13.81,999.58,999.62,999.6,999.58,999.56,998.96,999.39,999.5,999.5,999.53,3347,5978.6,5668.6
 2022/07/18-22:05,606,611,606,610.5,7202,607.68,608.42,610.7,613.58,621.96,7202,5841.7,5315.35,5484.82,1.31,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,6,91,91,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,-1.21,-3.72,-4.68,-13.67,1001.15,1000.36,999.98,999.83,999.69,999.58,999.64,999.62,999.59,1000.37,7202,5976.4,5841.7
 2022/07/18-22:10,610.5,612.5,608,608.5,4349,607.86,608.43,610.6,613.41,621.74,4349,5906.9,5352.25,5459.71,0.8,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,7,92,92,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.92,-3.54,-4.58,-13.58,1000.26,1000.01,999.82,999.73,999.64,1000.12,999.89,999.75,999.67,1000.7,4349,5432.4,5906.9
 2022/07/18-22:15,608.5,610.5,608,608,1891,607.89,608.39,610.47,613.23,621.51,1891,5841.3,5347.58,5438.99,0.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,93,93,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.8,-3.4,-4.5,-13.51,1000.04,999.93,999.79,999.71,999.63,1000.26,999.98,999.8,999.71,1000.15,1891,4659.8,5841.3
 2022/07/18-22:20,608,609.5,606,608,2405,607.92,608.35,610.35,613.06,621.29,2405,5717.6,5335.42,5435.58,0.44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,94,94,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.71,-3.26,-4.42,-13.43,1000.03,999.94,999.8,999.72,999.64,1000.37,1000.06,999.85,999.75,1000.04,2405,3838.8,5717.6
 2022/07/18-22:25,608,609.5,607,609.5,1897,608.27,608.46,610.31,612.94,621.1,1897,4763.7,5302.48,5415.98,0.35,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,95,95,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.31,-3.02,-4.3,-13.3,1000.52,1000.18,999.93,999.81,999.69,1000.22,1000.02,999.84,999.74,1000.28,1897,3548.8,4763.7
